equipment,tag_name,tag_count,tag_type
WZ901轮式装甲安全车,消声器爆裂,42,故障
WZ901轮式装甲安全车,单缸电时试验机不能起动探因,42,故障
WZ901轮式装甲安全车,交流发电机不发电故障,42,故障
WZ901轮式装甲安全车,排气管“隆、隆”声,42,故障
WZ901轮式装甲安全车,不懂保养汽车,126,行为
WZ901轮式装甲安全车,修理不当,42,行为
WZ901轮式装甲安全车,没有阅读说明书,42,行为
WZ901轮式装甲安全车,驾驶不当,42,行为
WZ901轮式装甲安全车,意外,42,行为
ZSL92式轮式步兵战车,发动机,144,器件
ZSL92式轮式步兵战车,点火器,48,器件
ZSL92式轮式步兵战车,螺栓垫片,48,器件
ZSL92式轮式步兵战车,电路,48,器件
ZSL92式轮式步兵战车,熔丝,48,器件
ZSL92式轮式步兵战车,柴油机,48,器件
ZSL92式轮式步兵战车,发动机启动困难,96,故障
ZSL92式轮式步兵战车,启动困难,48,故障
ZSL92式轮式步兵战车,油路中的空气排不净,48,故障
ZSL92式轮式步兵战车,电路故障,48,故障
ZSL92式轮式步兵战车,发动机连续“抱轴”,48,故障
ZSL92式轮式步兵战车,熔丝连续熔断,48,故障
ZSL92式轮式步兵战车,柴油机着火敲击声,48,故障
ZSL92式轮式步兵战车,没有阅读说明书,96,行为
ZSL92式轮式步兵战车,粗心,48,行为
ZSL92式轮式步兵战车,操作分心,48,行为
ZSL92式轮式步兵战车,不定时检查车况,48,行为
ZSL92式轮式步兵战车,上次修理失当,48,行为
ZSL92式轮式步兵战车,不懂保养汽车,48,行为
ZSL92式轮式步兵战车,意外,48,行为
一汽捷达,飞轮,6,器件
一汽捷达,飞轮壳易损坏,6,故障
一汽捷达,粗心,6,行为
上汽奇瑞,油表,6,器件
上汽奇瑞,油表指针下降得很慢,6,故障
上汽奇瑞,修理不当,6,行为
上海别克GL,曲轴,12,器件
上海别克GL,变速器,12,器件
上海别克GL,启动困难,12,故障
上海别克GL,变速器乱档,12,故障
上海别克GL,操作分心,12,行为
上海别克GL,粗心,12,行为
东风EQ1090E,机油,24,器件
东风EQ1090E,水箱,24,器件
东风EQ1090E,点火控制器,24,器件
东风EQ1090E,水温表,24,器件
东风EQ1090E,烧机油,24,故障
东风EQ1090E,水箱“开锅”,24,故障
东风EQ1090E,突然熄火后不能启动,24,故障
东风EQ1090E,水温高,24,故障
东风EQ1090E,知道故障不修理,24,行为
东风EQ1090E,不定时检查车况,24,行为
东风EQ1090E,修理不当,24,行为
东风EQ1090E,操作分心,24,行为
东风EQ1091运输车,定位销,6,器件
东风EQ1091运输车,变速器跳档,6,故障
东风EQ1091运输车,意外,6,行为
东风EQ245,发动机,6,器件
东风EQ245,异响,6,故障
东风EQ245,操作分心,6,行为
东风勇士,发动机,6,器件
东风勇士,熄火,6,故障
东风勇士,意外,6,行为
东风猛士,火花塞,24,器件
东风猛士,风扇皮带,24,器件
东风猛士,转向系,24,器件
东风猛士,传动皮带,24,器件
东风猛士,发动机异响,24,故障
东风猛士,水温高,24,故障
东风猛士,转向沉重,24,故障
东风猛士,交流发电机充电电流不稳定,24,故障
东风猛士,不定时检查车况,24,行为
东风猛士,不懂保养汽车,24,行为
东风猛士,修理不当,24,行为
东风猛士,知道故障不修理,24,行为
东风运水车,消音器,12,器件
东风运水车,气缸垫,12,器件
东风运水车,冒黑烟,12,故障
东风运水车,排出大量蓝烟,12,故障
东风运水车,不懂保养汽车,12,行为
东风运水车,没有阅读说明书,12,行为
东风运输车,消音器,12,器件
东风运输车,火花塞陶,12,器件
东风运输车,冒黑烟,12,故障
东风运输车,消声器冒黑烟,12,故障
东风运输车,没有阅读说明书,12,行为
东风运输车,粗心,12,行为
东风铁甲,发动机,48,器件
东风铁甲,点火开关,24,器件
东风铁甲,二极管,24,器件
东风铁甲,启动困难,72,故障
东风铁甲,开锅,24,故障
东风铁甲,修理不当,24,行为
东风铁甲,不定时检查车况,24,行为
东风铁甲,操作分心,24,行为
东风铁甲,上次修理失当,24,行为
五岳TAZ3090,发动机,450,器件
五岳TAZ3090,螺帽,300,器件
五岳TAZ3090,起动机,300,器件
五岳TAZ3090,进油管,150,器件
五岳TAZ3090,蓄电池,150,器件
五岳TAZ3090,信号线,150,器件
五岳TAZ3090,电阻,150,器件
五岳TAZ3090,节温器,150,器件
五岳TAZ3090,转子轴,150,器件
五岳TAZ3090,调节器,150,器件
五岳TAZ3090,感应线圈,150,器件
五岳TAZ3090,水温传感器,150,器件
五岳TAZ3090,气泵皮带,150,器件
五岳TAZ3090,点火开关,150,器件
五岳TAZ3090,刹车线,150,器件
五岳TAZ3090,充电指示灯,150,器件
五岳TAZ3090,点火线圈,150,器件
五岳TAZ3090,曲轴,150,器件
五岳TAZ3090,电脑模块,150,器件
五岳TAZ3090,电磁阀,150,器件
五岳TAZ3090,电刷,150,器件
五岳TAZ3090,怠速不稳,600,故障
五岳TAZ3090,发动机故障,600,故障
五岳TAZ3090,启动困难,450,故障
五岳TAZ3090,交流发电机充电电流不稳定,300,故障
五岳TAZ3090,空调故障,150,故障
五岳TAZ3090,高压无火,150,故障
五岳TAZ3090,发动机动力不足,150,故障
五岳TAZ3090,冷启动困难,150,故障
五岳TAZ3090,发动机异响,150,故障
五岳TAZ3090,刹车失灵,150,故障
五岳TAZ3090,充电指示灯不灭,150,故障
五岳TAZ3090,蓄电池突然损坏,150,故障
五岳TAZ3090,点火线圈突然爆炸,150,故障
五岳TAZ3090,发动机工作不良,150,故障
五岳TAZ3090,起动机故障,150,故障
五岳TAZ3090,换档冲击,150,故障
五岳TAZ3090,没有阅读说明书,750,行为
五岳TAZ3090,驾驶不当,450,行为
五岳TAZ3090,不定时检查车况,450,行为
五岳TAZ3090,意外,450,行为
五岳TAZ3090,操作分心,300,行为
五岳TAZ3090,不懂保养汽车,300,行为
五岳TAZ3090,知道故障不修理,300,行为
五岳TAZ3090,修理不当,300,行为
五岳TAZ3090,责任心不强,150,行为
五岳TAZ3090,粗心,150,行为
五岳TAZ3090,上次修理失当,150,行为
别克赛欧,离合器,6,器件
别克赛欧,离合器故障,6,故障
别克赛欧,意外,6,行为
北汽勇士,混合气,180,器件
北汽勇士,保险丝,90,器件
北汽勇士,蓄电池,90,器件
北汽勇士,油箱,90,器件
北汽勇士,正时齿轮,90,器件
北汽勇士,连杆轴承，轴颈,90,器件
北汽勇士,气门推杆,90,器件
北汽勇士,凸轮轴,90,器件
北汽勇士,机油压力指示灯,90,器件
北汽勇士,进排气歧管衬垫,90,器件
北汽勇士,发动机,90,器件
北汽勇士,凸轮轴轴,90,器件
北汽勇士,风扇叶片,90,器件
北汽勇士,制动毂，蹄片,90,器件
北汽勇士,发动机故障,270,故障
北汽勇士,怠速不稳,270,故障
北汽勇士,仪表不显示,90,故障
北汽勇士,熄火,90,故障
北汽勇士,正时齿轮发响,90,故障
北汽勇士,加速时机油压力指示灯会点亮,90,故障
北汽勇士,进排气歧管衬垫烧穿,90,故障
北汽勇士,汽油消耗量过大,90,故障
北汽勇士,凸轮轴轴承响,90,故障
北汽勇士,水温高,90,故障
北汽勇士,制动液温度过高，刹车失灵,90,故障
北汽勇士,操作分心,180,行为
北汽勇士,不定时检查车况,180,行为
北汽勇士,责任心不强,180,行为
北汽勇士,粗心,180,行为
北汽勇士,意外,180,行为
北汽勇士,没有阅读说明书,90,行为
北汽勇士,知道故障不修理,90,行为
北汽勇士,修理不当,90,行为
北汽勇士,驾驶不当,90,行为
北汽勇士,上次修理失当,90,行为
北起BCW5122JQZ,气泵一轴承,18,器件
北起BCW5122JQZ,发动机,18,器件
北起BCW5122JQZ,柴油机,18,器件
北起BCW5122JQZ,“哧哧”声,18,故障
北起BCW5122JQZ,急加速不良,18,故障
北起BCW5122JQZ,排除气阻故障,18,故障
北起BCW5122JQZ,不懂保养汽车,18,行为
北起BCW5122JQZ,粗心,18,行为
北起BCW5122JQZ,修理不当,18,行为
北起CWY12,锁片,6,器件
北起CWY12,锁止失效,6,故障
北起CWY12,不懂保养汽车,6,行为
奇瑞SQR7160ET车,电脑模块,6,器件
奇瑞SQR7160ET车,启动困难,6,故障
奇瑞SQR7160ET车,修理不当,6,行为
奔驰2026,转向盘,12,器件
奔驰2026,发动机,12,器件
奔驰2026,行驶时车辆的转向盘难于操纵,12,故障
奔驰2026,发动机动力下降,12,故障
奔驰2026,责任心不强,12,行为
奔驰2026,意外,12,行为
奔驰2026（6×6）8吨级越野车,离合器,12,器件
奔驰2026（6×6）8吨级越野车,凸轮轴承,12,器件
奔驰2026（6×6）8吨级越野车,离合器故障,12,故障
奔驰2026（6×6）8吨级越野车,发动机故障,12,故障
奔驰2026（6×6）8吨级越野车,责任心不强,12,行为
奔驰2026（6×6）8吨级越野车,上次修理失当,12,行为
奥迪A1,发动机,144,器件
奥迪A1,起动机,144,器件
奥迪A1,空气流量计,72,器件
奥迪A1,气缸,72,器件
奥迪A1,气缸垫,72,器件
奥迪A1,混合气,72,器件
奥迪A1,风扇离合器,72,器件
奥迪A1,点火线圈,72,器件
奥迪A1,发电机,72,器件
奥迪A1,引擎,72,器件
奥迪A1,发动机动力不足,72,故障
奥迪A1,发动机缺火,72,故障
奥迪A1,启动困难,72,故障
奥迪A1,怠速不稳,72,故障
奥迪A1,发动机故障,72,故障
奥迪A1,电阻断路,72,故障
奥迪A1,汽油消耗量过大,72,故障
奥迪A1,发电机充电量过大,72,故障
奥迪A1,发动机异响,72,故障
奥迪A1,起动机不转动,72,故障
奥迪A1,起动机转动无力,72,故障
奥迪A1,冷却系统故障,72,故障
奥迪A1,操作分心,144,行为
奥迪A1,知道故障不修理,144,行为
奥迪A1,上次修理失当,144,行为
奥迪A1,粗心,72,行为
奥迪A1,没有阅读说明书,72,行为
奥迪A1,驾驶不当,72,行为
奥迪A1,修理不当,72,行为
奥迪A1,不定时检查车况,72,行为
奥迪A1,不懂保养汽车,72,行为
奥迪A2,氧传感器,18,器件
奥迪A2,发动机,18,器件
奥迪A2,变速器,18,器件
奥迪A2,冒黑烟,18,故障
奥迪A2,发动机噪声大,18,故障
奥迪A2,变速器换挡困难,18,故障
奥迪A2,修理不当,18,行为
奥迪A2,意外,18,行为
奥迪A2,责任心不强,18,行为
奥迪A3,正时齿轮,12,器件
奥迪A3,搭铁线,12,器件
奥迪A3,正时齿轮发响,12,故障
奥迪A3,发动机故障,12,故障
奥迪A3,驾驶不当,12,行为
奥迪A3,意外,12,行为
奥迪A5,电脑模块,12,器件
奥迪A5,保险丝,12,器件
奥迪A5,启动困难,24,故障
奥迪A5,责任心不强,12,行为
奥迪A5,上次修理失当,12,行为
奥迪A6,氧传感器,36,器件
奥迪A6,PCV阀,36,器件
奥迪A6,低压管,36,器件
奥迪A6,防盗器,36,器件
奥迪A6,螺栓,36,器件
奥迪A6,汽缸垫,36,器件
奥迪A6,冒黑烟,36,故障
奥迪A6,怠速不稳,36,故障
奥迪A6,空调故障,36,故障
奥迪A6,无倒档,36,故障
奥迪A6,离合器故障,36,故障
奥迪A6,熄火，发动不着,36,故障
奥迪A6,操作分心,72,行为
奥迪A6,不定时检查车况,36,行为
奥迪A6,责任心不强,36,行为
奥迪A6,粗心,36,行为
奥迪A6,上次修理失当,36,行为
奥迪Q3,组合仪表,6,器件
奥迪Q3,水温高,6,故障
奥迪Q3,不定时检查车况,6,行为
帕萨特,发动机,6,器件
帕萨特,启动困难,6,故障
帕萨特,上次修理失当,6,行为
帕萨特B4,轴承,12,器件
帕萨特B4,车窗,12,器件
帕萨特B4,打转向沉重费力,12,故障
帕萨特B4,电压的原因,12,故障
帕萨特B4,责任心不强,12,行为
帕萨特B4,知道故障不修理,12,行为
日产蓝鸟U13轿车,搭铁线,6,器件
日产蓝鸟U13轿车,不能起动,6,故障
日产蓝鸟U13轿车,修理不当,6,行为
机油泵驱动齿轮,骊山LS6911,6,器件
机油泵驱动齿轮,机油泵驱动齿轮异响故障,6,故障
机油泵驱动齿轮,粗心,6,行为
松辽SLQ6502,起动机,18,器件
松辽SLQ6502,启动机,18,器件
松辽SLQ6502,变速箱,18,器件
松辽SLQ6502,起动机空转,18,故障
松辽SLQ6502,启动机故障,18,故障
松辽SLQ6502,费油,18,故障
松辽SLQ6502,知道故障不修理,18,行为
松辽SLQ6502,驾驶不当,18,行为
松辽SLQ6502,意外,18,行为
松辽YJ6501,分电器盖,30,器件
松辽YJ6501,制动器,30,器件
松辽YJ6501,离合器,30,器件
松辽YJ6501,灯泡座,30,器件
松辽YJ6501,发动机,30,器件
松辽YJ6501,分电器盖窜电,30,故障
松辽YJ6501,制动跑偏故障,30,故障
松辽YJ6501,离合器传动销故障,30,故障
松辽YJ6501,灯泡座被污物覆盖,30,故障
松辽YJ6501,高温易熄火,30,故障
松辽YJ6501,责任心不强,30,行为
松辽YJ6501,不懂保养汽车,30,行为
松辽YJ6501,驾驶不当,30,行为
松辽YJ6501,不定时检查车况,30,行为
松辽YJ6501,知道故障不修理,30,行为
枭龙XL2060,排气管,42,器件
枭龙XL2060,点火控制器,42,器件
枭龙XL2060,进油管,42,器件
枭龙XL2060,油管,42,器件
枭龙XL2060,电机,42,器件
枭龙XL2060,活动触点臂,42,器件
枭龙XL2060,节气门,42,器件
枭龙XL2060,启动困难,84,故障
枭龙XL2060,熄火,84,故障
枭龙XL2060,冒黑烟,42,故障
枭龙XL2060,中控锁故障,42,故障
枭龙XL2060,发动机动力不足,42,故障
枭龙XL2060,操作分心,84,行为
枭龙XL2060,不懂保养汽车,42,行为
枭龙XL2060,修理不当,42,行为
枭龙XL2060,上次修理失当,42,行为
枭龙XL2060,不定时检查车况,42,行为
枭龙XL2060,粗心,42,行为
桑塔纳,油表显示器,6,器件
桑塔纳,油表不准,6,故障
桑塔纳,意外,6,行为
桑塔纳2000GSi,制动液,6,器件
桑塔纳2000GSi,制动不灵敏,6,故障
桑塔纳2000GSi,操作分心,6,行为
毕加索ABS,排气管,6,器件
毕加索ABS,车体有异响,6,故障
毕加索ABS,不懂保养汽车,6,行为
汉阳HY4320S半挂牵引车,发动机,120,器件
汉阳HY4320S半挂牵引车,曲轴位置传感器，发动机电子控制器ECU插接头,60,器件
汉阳HY4320S半挂牵引车,链条,60,器件
汉阳HY4320S半挂牵引车,电磁开关,60,器件
汉阳HY4320S半挂牵引车,离合器,60,器件
汉阳HY4320S半挂牵引车,起动机,60,器件
汉阳HY4320S半挂牵引车,履带,60,器件
汉阳HY4320S半挂牵引车,排气管,60,器件
汉阳HY4320S半挂牵引车,搭铁线,60,器件
汉阳HY4320S半挂牵引车,熄火,60,故障
汉阳HY4320S半挂牵引车,启动困难,60,故障
汉阳HY4320S半挂牵引车,起动机转动无力,60,故障
汉阳HY4320S半挂牵引车,离合器故障,60,故障
汉阳HY4320S半挂牵引车,发动机机油压力指示表显示异常,60,故障
汉阳HY4320S半挂牵引车,起动机运转无力,60,故障
汉阳HY4320S半挂牵引车,发动机烧机油故障,60,故障
汉阳HY4320S半挂牵引车,履带断裂,60,故障
汉阳HY4320S半挂牵引车,排气管冒黑烟,60,故障
汉阳HY4320S半挂牵引车,倒车灯不亮,60,故障
汉阳HY4320S半挂牵引车,修理不当,120,行为
汉阳HY4320S半挂牵引车,不懂保养汽车,120,行为
汉阳HY4320S半挂牵引车,上次修理失当,120,行为
汉阳HY4320S半挂牵引车,驾驶不当,60,行为
汉阳HY4320S半挂牵引车,不定时检查车况,60,行为
汉阳HY4320S半挂牵引车,粗心,60,行为
汉阳HY4320S半挂牵引车,责任心不强,60,行为
汉阳HY473AS半挂牵引车,混合气,54,器件
汉阳HY473AS半挂牵引车,节温器,54,器件
汉阳HY473AS半挂牵引车,正时齿轮,54,器件
汉阳HY473AS半挂牵引车,起动机,54,器件
汉阳HY473AS半挂牵引车,节温器，冷却系,54,器件
汉阳HY473AS半挂牵引车,二极管接线螺杆,54,器件
汉阳HY473AS半挂牵引车,节气门位置传感器怠速开关,54,器件
汉阳HY473AS半挂牵引车,喷油器,54,器件
汉阳HY473AS半挂牵引车,怠速不稳,216,故障
汉阳HY473AS半挂牵引车,正时齿轮发响,54,故障
汉阳HY473AS半挂牵引车,起动机损坏,54,故障
汉阳HY473AS半挂牵引车,水温高,54,故障
汉阳HY473AS半挂牵引车,充电指示灯不熄灭,54,故障
汉阳HY473AS半挂牵引车,发电机故障,54,故障
汉阳HY473AS半挂牵引车,熄火难,54,故障
汉阳HY473AS半挂牵引车,操作分心,54,行为
汉阳HY473AS半挂牵引车,没有阅读说明书,54,行为
汉阳HY473AS半挂牵引车,知道故障不修理,54,行为
汉阳HY473AS半挂牵引车,不定时检查车况,54,行为
汉阳HY473AS半挂牵引车,不懂保养汽车,54,行为
汉阳HY473AS半挂牵引车,责任心不强,54,行为
汉阳HY473AS半挂牵引车,粗心,54,行为
汉阳HY473AS半挂牵引车,上次修理失当,54,行为
汉阳HY473AS半挂牵引车,修理不当,54,行为
沈飞猎鹰,发动机,36,器件
沈飞猎鹰,驱动齿轮,36,器件
沈飞猎鹰,曲轴,36,器件
沈飞猎鹰,怠速控制阀,36,器件
沈飞猎鹰,充电指示灯,36,器件
沈飞猎鹰,起动机,36,器件
沈飞猎鹰,启动困难,72,故障
沈飞猎鹰,容易熄火,36,故障
沈飞猎鹰,怠速不稳,36,故障
沈飞猎鹰,充电指示灯不灭,36,故障
沈飞猎鹰,起动系疑难故障,36,故障
沈飞猎鹰,没有阅读说明书,36,行为
沈飞猎鹰,修理不当,36,行为
