equipment,doc_id,title,create_time
EQ1090型汽车,2662," EQ1092FY型汽车漏水","2017-02-05 00:00:00"
EQ1090型汽车,2663," EQ1090型汽车发动机正时齿轮损坏","2017-02-05 00:00:00"
EQ1090型汽车,2664," EQ1090型汽车发动机齿轮损坏","2017-02-05 00:00:00"
EQ1090型汽车,2665," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
EQ1090型汽车,2666," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
EQ144型汽车,2667," EQ144型汽车轮胎异常","2017-02-05 00:00:00"
EQ1090型汽车,2668," EQ1090型汽车变速器重载跳档  ","2017-02-05 00:00:00"
EQ1090型汽车,2669," EQ1090型汽车硅整流发电机不发电","2017-02-15 00:00:00"
EQ1090型汽车,2670," EQ1090型汽车分异响","2017-02-15 00:00:00"
EQ1090型汽车,2671," EQ1090型汽车起动困难","2017-02-15 00:00:00"
EQ1090型汽车,2672," EQ1090型汽车启动困难","2017-02-15 00:00:00"
EQ1090型汽车,2673," EQ1090型汽车冒黑烟","2017-02-15 00:00:00"
EQ1090型汽车,2674," EQ1090型汽车变速器跳挡","2017-02-15 00:00:00"
EQ1090型汽车,2675," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
EQ1090型汽车,2676," EQ1090型汽车爆燃","2017-02-19 00:00:00"
EQ1090型汽车,2677," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
EQ1090型汽车,2678," EQ1090型汽车蓄电池损坏","2017-02-19 00:00:00"
EQ1090型汽车,2679," EQ1090型汽车大量漏油","2017-02-19 00:00:00"
EQ1090型汽车,2680," EQ1090型汽车爆燃","2017-02-19 00:00:00"
EQ1090型汽车,2681," EQ1090型汽车跳挡","2017-02-19 00:00:00"
EQ1090型汽车,2682," EQ1090型汽车启动困难","2017-02-19 00:00:00"
EQ1090型汽车,2683," EQ1090型汽车熄火困难","2017-02-19 00:00:00"
EQ1090型汽车,2684," EQ1090型汽车启动困难","2017-02-19 00:00:00"
EQ1090型汽车,2685," EQ1090型汽车异响","2017-03-12 00:00:00"
东风铁甲,2686," 东风铁甲开锅","2017-03-12 00:00:00"
EQ1090型汽车,2687," EQ1090型汽车车灯不亮","2017-03-12 00:00:00"
EQ1090型汽车,2688," EQ1090型汽车行驶无力","2017-03-12 00:00:00"
EQ1090型汽车,2689," EQ1090型启动困难","2017-03-12 00:00:00"
EQ2080型汽车,2690," EQ2080型汽车启动困难","2017-03-12 00:00:00"
EQ1092F1A型汽车,2691," EQ1092F1A型汽车行驶无力","2017-03-12 00:00:00"
EQ1090E型汽车,2692," EQ1090E型汽车启动困难","2017-03-12 00:00:00"
EQ1090型汽车,2693," EQ1090型汽车异响","2017-03-12 00:00:00"
EQ1090型汽车,2694," EQ1090型行驶无力","2017-03-12 00:00:00"
EQ1090型汽车,2695," EQ1090型转向困难","2017-03-12 00:00:00"
EQ1090型汽车,2696," EQ1090型启动困难","2017-03-30 00:00:00"
EQ1090型汽车,2697," EQ1090型怠速不稳","2017-03-30 00:00:00"
EQ1090型汽车,2698,EQ1141G2八平柴汽车容易熄火,"2017-03-30 00:00:00"
EQ1090型汽车,2699," EQ1090型方向盘故障","2017-03-30 00:00:00"
EQll08G6D型柴油车,2700," EQ1090型容易熄火","2017-03-30 00:00:00"
EQ1090型汽车,2701," EQll08G6D型柴油车换挡困难","2017-03-30 00:00:00"
EQ1090型汽车,2702," EQ1090型容易熄火","2017-03-30 00:00:00"
EQll08G型汽车,2703," EQ1090型断电器触点烧蚀","2017-03-30 00:00:00"
EQ2080型汽车,2704,SY132型行驶无力,"2017-03-30 00:00:00"
EQll08型柴油汽车,2705," EQll08G型汽车换挡困难","2017-04-09 00:00:00"
EQll08G型柴油车,2706,EQ2080型汽车容易熄火,"2017-04-09 00:00:00"
EQ2102型,2707,EQll08型柴油汽车行驶无力,"2017-04-09 00:00:00"
EQ1090E型汽车,2708,EQll08G型柴油车车灯不亮,"2017-04-09 00:00:00"
EQ1090型汽车,2709,EQ2102型行驶无力,"2017-04-09 00:00:00"
EQ1090型汽车,2710,EQ1090E型汽车启动困难,"2017-04-09 00:00:00"
EQ1090型汽车,2711,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
EQ1090型汽车,2712,EQ1090型汽车行驶无力,"2017-04-09 00:00:00"
EQll08G型车,2713,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
EQ2102型汽车,2714,EQ1090型汽车启动困难,"2017-04-09 00:00:00"
EQ1090型汽车,2715,EQll08G型车灯不亮,"2017-04-21 00:00:00"
6105QC型,2716,EQ2102型汽车启动困难,"2017-04-21 00:00:00"
6110型,2717,EQ1090型汽车开锅,"2017-04-21 00:00:00"
EQ1090型汽车,2718,6105QC型启动困难,"2017-04-21 00:00:00"
EQ2102型,2719,6110型换挡困难,"2017-04-21 00:00:00"
EQ1090型汽车,2720,EQ1090型汽车开锅,"2017-04-21 00:00:00"
EQ1090型汽车,2721,EQ2102型启动困难,"2017-04-21 00:00:00"
沈飞猎鹰,2722,EQ1090型耗油过大,"2017-04-21 00:00:00"
EQ1090型汽车,2723,EQ1090型汽车启动困难,"2017-04-21 00:00:00"
EQ1090型汽车,2724,沈飞猎鹰型容易熄火,"2017-04-21 00:00:00"
EQ1090型汽车,2725,EQ1090型启动困难,"2017-04-21 00:00:00"
EQ1090型汽车,2726,铁马XC2200载重车异响,"2017-04-21 00:00:00"
EQ1090油罐车,2727,EQ1090型汽车异响,"2017-04-21 00:00:00"
EQ140型汽车,2728,EQ1090型汽车开锅,"2017-04-21 00:00:00"
东风运输车,2729,EQ1090油罐车飞轮损坏,"2017-05-01 00:00:00"
EQ1091型汽车,2730,EQ140型汽车启动困难,"2017-05-01 00:00:00"
东风EQ245,2731,东风运输车冒黑烟,"2017-05-01 00:00:00"
东风运水车,2732,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
EQ1091型汽车,2733,东风EQ245异响,"2017-05-01 00:00:00"
EQ1091型汽车,2734,东风运水车冒黑烟,"2017-05-01 00:00:00"
EQ1091型汽车,2735,EQ1090运水车启动困难,"2017-05-01 00:00:00"
EQ1091型汽车,2736,EQ1091型汽车怠速不稳,"2017-05-01 00:00:00"
EQ240巡逻车,2737,EQ1091型异响,"2017-05-01 00:00:00"
铁马XC2200舟桥车,2738,EQ1091型异响,"2017-05-01 00:00:00"
WJ94轮式装甲防暴车,2739,EQ1091型汽车行驶无力,"2017-05-01 00:00:00"
EQ1091型汽车,2740,EQ240巡逻车动力不足,"2017-05-01 00:00:00"
CA1092E运输车,2741,铁马XC2200舟桥车启动困难,"2017-05-01 00:00:00"
奇瑞SQR7160ET车,2742,WJ94轮式装甲防暴车冒黑烟,"2017-05-01 00:00:00"
帕萨特,2743,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
东风铁甲,2744,CA1092E运输车发动机连续开锅故障,"2017-05-13 00:00:00"
WZ901保安车,2745,奇瑞SQR7160ET车启动困难,"2017-05-13 00:00:00"
铁马XC2200载重车,2746,帕萨特启动困难,"2017-05-13 00:00:00"
风神蓝鸟,2747,东风铁甲启动困难,"2017-05-13 00:00:00"
HY962半挂平板车,2748,WZ901保安车启动困难,"2017-05-13 00:00:00"
WJ94轮式装甲防暴车,2749,铁马XC2200载重车启动困难,"2017-05-13 00:00:00"
WJ94轮式装甲防暴车,2750,风神蓝鸟动力不足,"2017-05-13 00:00:00"
WJ94轮式装甲防暴车,2751,HY962半挂平板车动力不足,"2017-05-13 00:00:00"
EQ1091型汽车,2752,WJ94轮式装甲防暴车动力不足,"2017-05-13 00:00:00"
EQ1091型汽车,2753,WJ94轮式装甲防暴车动力不足,"2017-05-13 00:00:00"
EQ1091型汽车,2754,WJ94轮式装甲防暴车动力不足,"2017-05-13 00:00:00"
北汽勇士,2755,北汽勇士怠速不稳,"2017-01-02 00:00:00"
东风勇士,2756,东风勇士高速熄火,"2017-02-02 00:00:00"
燕京YJ6501,2757,燕京YJ6501冒黑烟,"2017-01-11 00:00:00"
枭龙XL2060,2758,枭龙XL2060冒黑烟,"2017-05-16 00:00:00"
燕京YJ6501,2759,燕京YJ6501启动困难,"2017-06-23 00:00:00"
燕京YJ6501,2760,燕京YJ6501发动机噪声大，有“隆、隆”异响,"2017-06-04 00:00:00"
枭龙XL2060,2761,枭龙XL2060突然熄火后不能启动,"2017-07-23 00:00:00"
奥迪A6,2762,奥迪A6排气管冒黑烟,"2017-04-28 00:00:00"
奥迪A2,2763,奥迪A2排气管冒黑烟,"2017-01-04 00:00:00"
枭龙XL2060,2764,枭龙XL2060发动机启动困难,"2017-05-04 00:00:00"
五岳TAZ3090,2765,五岳TAZ3090发动机启动困难,"2017-03-02 00:00:00"
奥迪Q3,2766,奥迪Q3水温高,"2017-02-05 00:00:00"
燕京YJ6501,2767,燕京YJ6501水温高,"2017-02-26 00:00:00"
铁马XC2200载重车,2768,铁马XC2200载重车水温高,"2017-01-22 00:00:00"
奥迪A5,2769,奥迪A5无法启动,"2017-01-12 00:00:00"
枭龙XL2060,2770,枭龙XL2060发动机启动困难,"2017-01-15 00:00:00"
沈飞猎鹰,2771,沈飞猎鹰启动机故障,"2017-04-18 00:00:00"
枭龙XL2060,2772,枭龙XL2060中控门锁突然失灵,"2017-04-19 00:00:00"
沈飞猎鹰,2773,沈飞猎鹰启动困难,"2017-04-20 00:00:00"
铁马XC2200舟桥车,2774,铁马XC2200舟桥车发动机无力故障,"2017-03-18 00:00:00"
铁马XC2200舟桥车,2775,铁马XC2200舟桥车制动向左跑偏,"2017-03-19 00:00:00"
长丰猎豹,2776,长丰猎豹离合器发料,"2017-04-05 00:00:00"
铁马XC2200方舱车,2777,铁马XC2200方舱车突然熄火,"2017-05-12 00:00:00"
东风猛士,2778,东风猛士发动机异响,"2017-05-06 00:00:00"
奥迪A3,2779,奥迪A3发动机动力降低,"2017-05-06 00:00:00"
东风猛士,2780,东风猛士水温高,"2017-05-06 00:00:00"
奥迪A6,2781,奥迪A6怠速不稳,"2017-02-07 00:00:00"
奔驰2026（6×6）8吨级越野车,2782,奔驰2026（6×6）8吨级越野车发动机动力降低,"2017-05-06 00:00:00"
铁马XC2200载重车,2783,铁马XC2200载重车充电指示灯不熄灭,"2017-01-23 00:00:00"
枭龙XL2060,2784,枭龙XL2060无故熄火,"2017-05-06 00:00:00"
长丰猎豹,2785,长丰猎豹水温高,"2017-06-06 00:00:00"
北汽勇士,2786,北汽勇士水温高,"2017-06-06 00:00:00"
北汽勇士,2787,北汽勇士洗车后仪表不显示,"2017-02-26 00:00:00"
铁马XC2200舟桥车,2788,铁马XC2200舟桥车不能启动,"2017-01-19 00:00:00"
奥迪A5,2789,奥迪A5不能启动,"2017-01-16 00:00:00"
五岳TAZ3090,2790,五岳TAZ3090怠速发抖，油耗过高,"2017-01-16 00:00:00"
北汽勇士,2791,北汽勇士怠速抖动厉害,"2017-01-16 00:00:00"
五岳TAZ3090,2792,五岳TAZ3090发动机间歇性无法启动,"2017-01-16 00:00:00"
五岳TAZ3090,2793,五岳TAZ3090自动档换档冲击,"2017-01-16 00:00:00"
铁马XC2200方舱车,2794,铁马XC2200方舱车手制动灯无故闪烁,"2017-01-16 00:00:00"
铁马XC2200方舱车,2795,铁马XC2200方舱车发动机间歇性加速无力,"2017-07-10 00:00:00"
猎豹飞腾,2796,猎豹飞腾发动机间歇性加速无力,"2017-07-17 00:00:00"
铁马XC2200载重车,2797,铁马XC2200载重车发动机无法启动,"2017-07-17 00:00:00"
猎豹飞腾,2798,猎豹飞腾发动机间歇性动力不足,"2017-07-17 00:00:00"
猎豹飞腾,2799,猎豹飞腾火花塞引起的一例典型故障,"2017-07-17 00:00:00"
WZ901轮式装甲安全车,2800,WZ901轮式装甲安全车动力不足且怠速发抖,"2017-07-14 00:00:00"
WZ901轮式装甲安全车,2801,WZ901轮式装甲安全车一侧小灯不亮,"2017-07-14 00:00:00"
远达SCZ3090CA,2802,远达SCZ3090CA空调压缩机频繁跳动,"2017-07-14 00:00:00"
五岳TAZ3090,2803,五岳TAZ3090发动机不能启动,"2017-07-14 00:00:00"
奥迪A6,2804,奥迪A6空调不致冷,"2017-07-14 00:00:00"
五岳TAZ3090,2805,五岳TAZ3090空调故障,"2017-01-02 00:00:00"
五岳TAZ3090,2806,五岳TAZ3090怠速过高,"2017-03-13 00:00:00"
汉阳HY473AS半挂牵引车,2807,汉阳HY473AS半挂牵引车怠速过高,"2017-03-13 00:00:00"
五岳TAZ3090,2808,五岳TAZ3090急加速回火,"2017-03-13 00:00:00"
汉阳HY4320S半挂牵引车,2809,汉阳HY4320S半挂牵引车倒车灯不亮,"2017-04-13 00:00:00"
奥迪A6,2810,奥迪A6无倒档,"2017-03-13 00:00:00"
汉阳HY4320S半挂牵引车,2811,汉阳HY4320S半挂牵引车熄火,"2017-05-24 00:00:00"
汉阳HY4320S半挂牵引车,2812,汉阳HY4320S半挂牵引车无法启动,"2017-07-16 00:00:00"
铁马XC2200载重车,2813,铁马XC2200载重车发动机回火,"2017-07-19 00:00:00"
铁马XC2200载重车,2814,铁马XC2200载重车发动机无法启动,"2017-07-16 00:00:00"
铁马XC2200载重车,2815,铁马XC2200载重车水温高,"2017-07-16 00:00:00"
猎豹飞腾,2816,猎豹飞腾水温高,"2017-07-16 00:00:00"
猎豹飞腾,2817,猎豹飞腾SRS灯常亮,"2017-05-15 00:00:00"
猎豹飞腾,2818,猎豹飞腾无怠速,"2017-01-15 00:00:00"
猎豹飞腾,2819,猎豹飞腾输油泵故障,"2017-01-15 00:00:00"
猎豹飞腾,2820,猎豹飞腾冷车启动困难，热车怠速不稳,"2017-01-15 00:00:00"
长丰猎豹,2821,长丰猎豹发动机熄火,"2017-03-25 00:00:00"
长丰猎豹,2822,长丰猎豹发动机间歇熄火,"2016-07-30 00:00:00"
北汽勇士,2823,北汽勇士发动机间歇熄火,"2017-01-15 00:00:00"
北汽勇士,2824,北汽勇士液压制动分泵温度过高,"2017-01-15 00:00:00"
北汽勇士,2825,北汽勇士正时齿轮发响声,"2017-01-14 00:00:00"
奥迪A3,2826,奥迪A3正时齿轮发响,"2017-01-14 00:00:00"
汉阳HY473AS半挂牵引车,2827,汉阳HY473AS半挂牵引车正时齿轮发响,"2017-01-14 00:00:00"
汉阳HY473AS半挂牵引车,2828,一辆汉阳HY473AS半挂牵引车盲目串联蓄电池,"2017-01-18 00:00:00"
汉阳HY473AS半挂牵引车,2829,汉阳HY473AS半挂牵引车水箱“开锅”,"2017-01-18 00:00:00"
汉阳HY473AS半挂牵引车,2830,汉阳HY473AS半挂牵引车充电指示灯不熄灭,"2017-01-18 00:00:00"
沈飞猎鹰,2831,沈飞猎鹰发动机怠速不稳,"2017-04-12 00:00:00"
汉阳HY473AS半挂牵引车,2832,汉阳HY473AS半挂牵引车发动机怠速不稳,"2017-01-18 00:00:00"
长丰猎豹,2833,长丰猎豹发动机怠速不稳,"2017-05-02 00:00:00"
汉阳HY473AS半挂牵引车,2834,汉阳HY473AS半挂牵引车发动机怠速不稳,"2017-01-18 00:00:00"
WS-1B自行火箭炮,2835,WS-1B自行火箭炮发动机怠速不稳,"2017-06-06 00:00:00"
黄河DD3090JFZ,2836,黄河DD3090JFZ汽油发动机无法启动,"2017-08-19 00:00:00"
枭龙XL2060,2837,枭龙XL2060发动机动力不足,"2017-08-19 00:00:00"
燕京YJ6501,2838,燕京YJ6501发动机动力不足,"2017-08-19 00:00:00"
黄河DD3090JFZ,2839,黄河DD3090JFZ离合器异响,"2017-08-19 00:00:00"
黄河DD3090JFZ,2840,黄河DD3090JFZ离合器异响,"2017-06-18 00:00:00"
燕京YJ6501,2841,燕京YJ6501转向沉重,"2017-06-18 00:00:00"
东风猛士,2842,东风猛士转向沉重,"2017-06-18 00:00:00"
东风猛士,2843,东风猛士交流发电机充电电流不稳定,"2017-07-18 00:00:00"
铁马XC2200载重车,2844,铁马XC2200载重车交流发电机充电电流不稳定,"2017-08-10 00:00:00"
五岳TAZ3090,2845,五岳TAZ3090交流发电机充电电流不稳定,"2017-06-21 00:00:00"
五岳TAZ3090,2846,五岳TAZ3090交流发电机充电电流不稳定,"2017-02-27 00:00:00"
汉阳HY4320S半挂牵引车,2847,汉阳HY4320S半挂牵引车起动机转动无力,"2017-03-23 00:00:00"
五岳TAZ3090,2848,五岳TAZ3090高压无火,"2017-04-10 00:00:00"
五岳TAZ3090,2849,五岳TAZ3090发动机动力不足,"2017-04-18 00:00:00"
奥迪A1,2850,奥迪A1发动机动力不足,"2017-04-18 00:00:00"
奥迪A1,2851,奥迪A1发动机缺火,"2017-04-18 00:00:00"
奥迪A1,2852,奥迪A1一侧小灯不亮,"2017-03-18 00:00:00"
奥迪A1,2853,奥迪A1怠速不稳,"2017-07-22 00:00:00"
奥迪A2,2854,奥迪A2发动机噪声大，有“隆、隆”异响，,"2017-03-18 00:00:00"
铁马XC2200舟桥车,2855," 铁马XC2200舟桥车钢板弹簧栓松动引起制动跑偏","2017-03-18 00:00:00"
奥迪A6,2856,奥迪A6发动不着,"2017-03-18 00:00:00"
猎豹飞腾,2857,猎豹飞腾自动变速器不跳四档故障,"2017-07-14 00:00:00"
猎豹飞腾,2858,猎豹飞腾发动机间歇性加速无力,"2017-05-29 00:00:00"
猎豹飞腾,2859,猎豹飞腾连杆轴承响,"2017-06-21 00:00:00"
北汽勇士,2860,北汽勇士连杆轴承响,"2017-05-29 00:00:00"
北汽勇士,2861,北汽勇士发动机气门脚响,"2017-05-26 00:00:00"
北汽勇士,2862,北汽勇士发动机凸轮轴轴承响,"2017-05-26 00:00:00"
长丰猎豹,2863,长丰猎豹正时传动齿轮异响,"2017-06-18 00:00:00"
长丰猎豹,2864,长丰猎豹正时传动齿轮异响,"2017-05-26 00:00:00"
五岳TAZ3090,2865,五岳TAZ3090发动机正时传动齿轮异响,"2017-05-29 00:00:00"
五岳TAZ3090,2866,五岳TAZ3090发动机风扇叶异响,"2017-05-23 00:00:00"
五岳TAZ3090,2867,五岳TAZ3090发动机气泵皮带打滑响,"2017-04-17 00:00:00"
燕京YJ6501,2868,燕京YJ6501发动机风扇打滑响,"2017-03-17 00:00:00"
燕京YJ6501,2869,燕京YJ6501发动机着火敲击声,"2017-06-11 00:00:00"
远达SCZ3090CA,2870,远达SCZ3090CA发动机气门脚响,"2017-06-11 00:00:00"
汉阳HY473AS半挂牵引车,2871,一辆汉阳HY473AS半挂牵引车不易熄火,"2017-05-19 00:00:00"
奥迪A6,2872,奥迪A6离合器发抖发响,"2017-05-19 00:00:00"
奥迪A1,2873,奥迪A1发动机过热,"2017-04-19 00:00:00"
奥迪A1,2874,奥迪A1冷却系统故障,"2017-01-23 00:00:00"
汉阳HY4320S半挂牵引车,2875,汉阳HY4320S半挂牵引车离合器故障,"2017-02-05 00:00:00"
奔驰2026（6×6）8吨级越野车,2876,奔驰2026（6×6）8吨级越野车离合器故障诊断,"2017-04-18 00:00:00"
别克赛欧,2877,赛欧离合器阻滞,"2017-05-05 00:00:00"
铁马XC2200舟桥车,2878,铁马XC2200舟桥车离合器异响,"2017-05-12 00:00:00"
奥迪A2,2879,奥迪A2变速器换挡困难,"2017-07-08 00:00:00"
上海别克GL,2880,上海别克GL启动困难,"2017-01-01 00:00:00"
上海别克GL,2881,上海别克GL变速器乱档,"2017-02-21 00:00:00"
WJ94轮式装甲防暴车,2882,WJ94轮式装甲防暴车燃润料消耗异常,"2017-03-03 00:00:00"
WS-1B自行火箭炮车,2883,WS-1B自行火箭炮车过热现象,"2017-03-03 00:00:00"
HY962半挂平板车,2884,HY962半挂平板车齿条停在不供油位置,"2017-04-13 00:00:00"
铁马XC2200载重车,2885,铁马XC2200载重车散热器“开锅”故障的排除,"2017-01-01 00:00:00"
ZSL92式轮式步兵战车,2886,ZSL92式轮式步兵战车空气为何排不净,"2017-07-17 00:00:00"
WS-1B自行火箭炮车,2887,汉阳HY4320S半挂牵引车耗油量明显增加、运行中加速不良,"2017-03-08 00:00:00"
铁马XC2200舟桥车,2888,铁马XC2200舟桥车化油器保养不当,"2017-03-03 00:00:00"
奥迪A1,2889,奥迪A1点火线圈附加电阻断路引起的故障,"2017-03-03 00:00:00"
HY473（6×6）牵引车,2890,HY473（6×6）牵引车动机起动困难,"2017-03-03 00:00:00"
WJ94装甲防暴车,2891,WJ94装甲防暴车急加速进排歧管处发出有节奏的异响,"2017-03-30 00:00:00"
一汽捷达,2892,WJ94装甲防暴车轻载时传动部分出现振动和异响,"2017-04-12 00:00:00"
铁马XC2200载重车,2893,一汽捷达飞轮壳易损坏,"2017-07-10 00:00:00"
东风运输车,2894,铁马XC2200载重车起动机轴承磨损导致起动困难,"2017-05-13 00:00:00"
东风EQ1091运输车,2895,东风运输车消声器冒黑烟,"2017-03-10 00:00:00"
EQ245牵引车,2896,EQ245牵引车不正常的响声,"2017-02-28 00:00:00"
东风运水车,2897,东风运水车严重烧机油的故障一例,"2017-05-04 00:00:00"
EQ1090运水车,2898,EQ1090运水车电路故障一例,"2017-03-03 00:00:00"
EQ1090运水车,2899,EQ1090运水车发动机工作不正常,"2017-05-21 00:00:00"
WZ901保安车,2900,WZ901保安车异响故障,"2017-06-02 00:00:00"
EQ240巡逻车箭炮车,2901,WZ901保安车爬坡无力,"2017-06-04 00:00:00"
EQ240巡逻车,2902,EQ240巡逻车化油器异响,"2017-06-04 00:00:00"
帕萨特B4,2903,EQ240巡逻车起动困难,"2017-06-09 00:00:00"
桑塔纳,2904,帕萨特B4打转向沉重费力,"2017-06-09 00:00:00"
赛欧,2905,桑塔纳汽车油表不准,"2017-06-21 00:00:00"
桑塔纳2000GSi,2906,赛欧发动机点火困难,"2017-06-26 00:00:00"
雪佛兰子弹头客车,2907,桑塔纳2000GSi制动踏板时制动不灵敏,"2017-06-22 00:00:00"
日产蓝鸟U13轿车,2908,雪佛兰子弹头客车ABS故障灯有时亮起,"2017-06-22 00:00:00"
上汽奇瑞,2909,日产蓝鸟U13轿车不能起动,"2017-05-10 00:00:00"
帕萨特B4,2910,上汽奇瑞油表指针下降得很慢,"2017-05-10 00:00:00"
雪佛兰柯西,2911,帕萨特B4车窗突然自动下降,"2017-01-07 00:00:00"
爱丽舍,2912,雪佛兰柯西发动机点火困难,"2017-07-02 00:00:00"
毕加索ABS,2913,爱丽舍长时间行车会有产生一股糊味,"2017-03-01 00:00:00"
跃进NJ1041MS,2914,跃进NJ1041MS怠速不稳,"2017-01-01 00:00:00"
五岳TAZ3090,2915,五岳TAZ3090冷启动困难,"2017-02-01 00:00:00"
铁马XC2200,2916,铁马XC2200载重车脱档,"2017-02-09 00:00:00"
WZ901轮式装甲安全车,2917,WZ901轮式装甲安全车履带断裂,"2017-05-08 00:00:00"
猎豹飞腾,2918,猎豹飞腾刹车失灵,"2017-04-03 00:00:00"
汉阳HY4320S半挂牵引车,2919,汉阳HY4320S半挂牵引车发动机机油压力指示表显示异常,"2017-02-08 00:00:00"
北汽勇士,2920,北汽勇士加速时机油压力指示灯会点亮,"2017-05-06 00:00:00"
铁马XC2200载重车,2921,铁马XC2200载重车发动机机油消耗量过大,"2017-03-03 00:00:00"
奔驰2026,2922,奔驰2026行驶时车辆的转向盘难于操纵,"2017-03-09 00:00:00"
燕京YJ6501,2923,燕京YJ6501排气管冒黑烟,"2017-07-05 00:00:00"
WJ94装甲防暴车,2924,WJ94装甲防暴车转向灯点亮时闪烁的频率比平时快,"2017-02-03 00:00:00"
奥迪A1,2925,奥迪A1汽油消耗量过大,"2017-05-01 00:00:00"
WZ901保安车,2926,WZ901保安车水箱“开锅”,"2017-05-05 00:00:00"
沈飞猎鹰,2927,沈飞猎鹰充电指示灯不灭,"2017-02-02 00:00:00"
汉阳HY4320S半挂牵引车,2928,汉阳HY4320S半挂牵引车起动机运转无力,"2017-04-04 00:00:00"
铁马XC2200舟桥车,2929,铁马XC2200舟桥车发动机异响,"2017-06-06 00:00:00"
铁马XC2200舟桥车,2930,铁马XC2200方舱车发动机异响,"2017-06-08 00:00:00"
茶花KQC1042B,2931,茶花KQC1042B制动时熄火,"2017-03-06 00:00:00"
东风EQ1090E,2932,东风EQ1090E烧机油,"2017-04-23 00:00:00"
解放CA1090,2933,解放CA1090发动机不能起动,"2017-02-28 00:00:00"
跃进NJ1041MS,2934,跃进NJ1041MS发动机工作不正常,"2017-06-20 00:00:00"
五岳TAZ3090,2935,五岳TAZ3090发动机异响,"2017-06-06 00:00:00"
铁马XC2200载重车,2936,铁马XC2200载重车油泵破裂,"2017-05-24 00:00:00"
猎豹飞腾,2937,猎豹飞腾消声器爆裂,"2017-02-09 00:00:00"
WZ901轮式装甲安全车,2938,WZ901轮式装甲安全车消声器爆裂,"2017-06-18 00:00:00"
汉阳HY4320S半挂牵引车,2939,汉阳HY4320S半挂牵引车发动机烧机油故障,"2017-06-03 00:00:00"
北汽勇士,2940,北汽勇士进排气歧管衬垫烧穿引起异响,"2017-05-08 00:00:00"
奔驰2026,2941,奔驰2026发动机动力下降,"2017-03-26 00:00:00"
