tag_id,tag_name,doc_id,title,create_time
312,燃爆限制器,2649,解放CA1092汽车发动机工作不良,"2017-01-13 00:00:00"
313,异响,2650," EQ1090型汽车运货出现震动","2017-01-13 00:00:00"
314,上次修理失当,2650," EQ1090型汽车运货出现震动","2017-01-13 00:00:00"
315,垫板,2650," EQ1090型汽车运货出现震动","2017-01-13 00:00:00"
285,启动困难,2651," EQ1090型汽车起动机轴承磨损导致起动困","2017-01-13 00:00:00"
291,知道故障不修理,2651," EQ1090型汽车起动机轴承磨损导致起动困","2017-01-13 00:00:00"
316,起动机轴承,2651," EQ1090型汽车起动机轴承磨损导致起动困","2017-01-13 00:00:00"
317,行驶无力,2652," EQ1090型汽车行驶无力","2017-01-13 00:00:00"
284,驾驶不当,2652," EQ1090型汽车行驶无力","2017-01-13 00:00:00"
318,汽油泵,2652," EQ1090型汽车行驶无力","2017-01-13 00:00:00"
285,启动困难,2653," EQ1090E型汽车不启动","2017-01-13 00:00:00"
301,责任心不强,2653," EQ1090E型汽车不启动","2017-01-13 00:00:00"
319,二极管,2653," EQ1090E型汽车不启动","2017-01-13 00:00:00"
285,启动困难,2654," 东风铁甲启动困难","2017-01-30 00:00:00"
304,不定时检查车况,2654," 东风铁甲启动困难","2017-01-30 00:00:00"
319,二极管,2654," 东风铁甲启动困难","2017-01-30 00:00:00"
320,气缸盖碗形塞锈穿,2655," EQ1090型汽车气缸盖碗形塞锈穿故障","2017-01-30 00:00:00"
314,上次修理失当,2655," EQ1090型汽车气缸盖碗形塞锈穿故障","2017-01-30 00:00:00"
321,气缸,2655," EQ1090型汽车气缸盖碗形塞锈穿故障","2017-01-30 00:00:00"
285,启动困难,2656," EQ1090E型汽车启动困难","2017-01-30 00:00:00"
281,没有阅读说明书,2656," EQ1090E型汽车启动困难","2017-01-30 00:00:00"
319,二极管,2656," EQ1090E型汽车启动困难","2017-01-30 00:00:00"
322,气缸盖锈穿,2657," EQ1090型汽车气缸盖锈穿故障","2017-01-30 00:00:00"
281,没有阅读说明书,2657," EQ1090型汽车气缸盖锈穿故障","2017-01-30 00:00:00"
321,气缸,2657," EQ1090型汽车气缸盖锈穿故障","2017-01-30 00:00:00"
323,汽油泵故障,2658," EQ1090型汽车发动机汽油泵故障","2017-01-30 00:00:00"
284,驾驶不当,2658," EQ1090型汽车发动机汽油泵故障","2017-01-30 00:00:00"
302,发动机,2658," EQ1090型汽车发动机汽油泵故障","2017-01-30 00:00:00"
324,分缸线故障,2659," EQ1090型汽车电路故障","2017-01-30 00:00:00"
314,上次修理失当,2659," EQ1090型汽车电路故障","2017-01-30 00:00:00"
325,分缸线,2659," EQ1090型汽车电路故障","2017-01-30 00:00:00"
326,漏油,2660," EQ1090E型严重漏油","2017-01-30 00:00:00"
288,修理不当,2660," EQ1090E型严重漏油","2017-01-30 00:00:00"
327,轴承,2660," EQ1090E型严重漏油","2017-01-30 00:00:00"
328,行驶摇头,2661," EQ1090型汽车行驶摇头","2017-02-05 00:00:00"
281,没有阅读说明书,2661," EQ1090型汽车行驶摇头","2017-02-05 00:00:00"
329,钢板销衬套,2661," EQ1090型汽车行驶摇头","2017-02-05 00:00:00"
330,漏水,2662," EQ1092FY型汽车漏水","2017-02-05 00:00:00"
288,修理不当,2662," EQ1092FY型汽车漏水","2017-02-05 00:00:00"
331,水箱盖,2662," EQ1092FY型汽车漏水","2017-02-05 00:00:00"
332,齿轮损坏,2663," EQ1090型汽车发动机正时齿轮损坏","2017-02-05 00:00:00"
314,上次修理失当,2663," EQ1090型汽车发动机正时齿轮损坏","2017-02-05 00:00:00"
333,齿轮,2663," EQ1090型汽车发动机正时齿轮损坏","2017-02-05 00:00:00"
332,齿轮损坏,2664," EQ1090型汽车发动机齿轮损坏","2017-02-05 00:00:00"
286,粗心,2664," EQ1090型汽车发动机齿轮损坏","2017-02-05 00:00:00"
333,齿轮,2664," EQ1090型汽车发动机齿轮损坏","2017-02-05 00:00:00"
334,"起动困难 ",2665," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
281,没有阅读说明书,2665," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
335,电流表,2665," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
334,"起动困难 ",2666," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
290,不懂保养汽车,2666," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
335,电流表,2666," EQ1090型汽车起动困难 ","2017-02-05 00:00:00"
336,轮胎异常,2667," EQ144型汽车轮胎异常","2017-02-05 00:00:00"
283,操作分心,2667," EQ144型汽车轮胎异常","2017-02-05 00:00:00"
337,轮胎,2667," EQ144型汽车轮胎异常","2017-02-05 00:00:00"
338,发动机固定螺栓松脱,2668," EQ1090型汽车变速器重载跳档  ","2017-02-05 00:00:00"
314,上次修理失当,2668," EQ1090型汽车变速器重载跳档  ","2017-02-05 00:00:00"
302,发动机,2668," EQ1090型汽车变速器重载跳档  ","2017-02-05 00:00:00"
339,发电机故障,2669," EQ1090型汽车硅整流发电机不发电","2017-02-15 00:00:00"
314,上次修理失当,2669," EQ1090型汽车硅整流发电机不发电","2017-02-15 00:00:00"
340,发电机,2669," EQ1090型汽车硅整流发电机不发电","2017-02-15 00:00:00"
341,电器传动轴松动,2670," EQ1090型汽车分异响","2017-02-15 00:00:00"
291,知道故障不修理,2670," EQ1090型汽车分异响","2017-02-15 00:00:00"
342,电器传动轴,2670," EQ1090型汽车分异响","2017-02-15 00:00:00"
334,"起动困难 ",2671," EQ1090型汽车起动困难","2017-02-15 00:00:00"
314,上次修理失当,2671," EQ1090型汽车起动困难","2017-02-15 00:00:00"
343,化油器,2671," EQ1090型汽车起动困难","2017-02-15 00:00:00"
285,启动困难,2672," EQ1090型汽车启动困难","2017-02-15 00:00:00"
309,意外,2672," EQ1090型汽车启动困难","2017-02-15 00:00:00"
344,曲轴箱通风单向阀,2672," EQ1090型汽车启动困难","2017-02-15 00:00:00"
345,冒黑烟,2673," EQ1090型汽车冒黑烟","2017-02-15 00:00:00"
283,操作分心,2673," EQ1090型汽车冒黑烟","2017-02-15 00:00:00"
346,火花塞,2673," EQ1090型汽车冒黑烟","2017-02-15 00:00:00"
347,变速器跳挡,2674," EQ1090型汽车变速器跳挡","2017-02-15 00:00:00"
283,操作分心,2674," EQ1090型汽车变速器跳挡","2017-02-15 00:00:00"
348,变速器,2674," EQ1090型汽车变速器跳挡","2017-02-15 00:00:00"
317,行驶无力,2675," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
290,不懂保养汽车,2675," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
282,混合气,2675," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
349,爆燃,2676," EQ1090型汽车爆燃","2017-02-19 00:00:00"
284,驾驶不当,2676," EQ1090型汽车爆燃","2017-02-19 00:00:00"
321,气缸,2676," EQ1090型汽车爆燃","2017-02-19 00:00:00"
317,行驶无力,2677," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
301,责任心不强,2677," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
282,混合气,2677," EQ1090型汽车行驶无力","2017-02-19 00:00:00"
350,蓄电池损坏,2678," EQ1090型汽车蓄电池损坏","2017-02-19 00:00:00"
309,意外,2678," EQ1090型汽车蓄电池损坏","2017-02-19 00:00:00"
351,蓄电池,2678," EQ1090型汽车蓄电池损坏","2017-02-19 00:00:00"
352,大量漏油,2679," EQ1090型汽车大量漏油","2017-02-19 00:00:00"
304,不定时检查车况,2679," EQ1090型汽车大量漏油","2017-02-19 00:00:00"
353,机油泵,2679," EQ1090型汽车大量漏油","2017-02-19 00:00:00"
349,爆燃,2680," EQ1090型汽车爆燃","2017-02-19 00:00:00"
284,驾驶不当,2680," EQ1090型汽车爆燃","2017-02-19 00:00:00"
354,曲轴箱,2680," EQ1090型汽车爆燃","2017-02-19 00:00:00"
355,跳挡,2681," EQ1090型汽车跳挡","2017-02-19 00:00:00"
309,意外,2681," EQ1090型汽车跳挡","2017-02-19 00:00:00"
356,垫片,2681," EQ1090型汽车跳挡","2017-02-19 00:00:00"
285,启动困难,2682," EQ1090型汽车启动困难","2017-02-19 00:00:00"
283,操作分心,2682," EQ1090型汽车启动困难","2017-02-19 00:00:00"
333,齿轮,2682," EQ1090型汽车启动困难","2017-02-19 00:00:00"
357,熄火困难,2683," EQ1090型汽车熄火困难","2017-02-19 00:00:00"
288,修理不当,2683," EQ1090型汽车熄火困难","2017-02-19 00:00:00"
340,发电机,2683," EQ1090型汽车熄火困难","2017-02-19 00:00:00"
285,启动困难,2684," EQ1090型汽车启动困难","2017-02-19 00:00:00"
309,意外,2684," EQ1090型汽车启动困难","2017-02-19 00:00:00"
302,发动机,2684," EQ1090型汽车启动困难","2017-02-19 00:00:00"
313,异响,2685," EQ1090型汽车异响","2017-03-12 00:00:00"
286,粗心,2685," EQ1090型汽车异响","2017-03-12 00:00:00"
358,离合器,2685," EQ1090型汽车异响","2017-03-12 00:00:00"
359,开锅,2686," 东风铁甲开锅","2017-03-12 00:00:00"
283,操作分心,2686," 东风铁甲开锅","2017-03-12 00:00:00"
302,发动机,2686," 东风铁甲开锅","2017-03-12 00:00:00"
360,车灯不亮,2687," EQ1090型汽车车灯不亮","2017-03-12 00:00:00"
288,修理不当,2687," EQ1090型汽车车灯不亮","2017-03-12 00:00:00"
361,保险丝,2687," EQ1090型汽车车灯不亮","2017-03-12 00:00:00"
317,行驶无力,2688," EQ1090型汽车行驶无力","2017-03-12 00:00:00"
301,责任心不强,2688," EQ1090型汽车行驶无力","2017-03-12 00:00:00"
348,变速器,2688," EQ1090型汽车行驶无力","2017-03-12 00:00:00"
285,启动困难,2689," EQ1090型启动困难","2017-03-12 00:00:00"
291,知道故障不修理,2689," EQ1090型启动困难","2017-03-12 00:00:00"
302,发动机,2689," EQ1090型启动困难","2017-03-12 00:00:00"
285,启动困难,2690," EQ2080型汽车启动困难","2017-03-12 00:00:00"
290,不懂保养汽车,2690," EQ2080型汽车启动困难","2017-03-12 00:00:00"
362,起动机,2690," EQ2080型汽车启动困难","2017-03-12 00:00:00"
317,行驶无力,2691," EQ1092F1A型汽车行驶无力","2017-03-12 00:00:00"
309,意外,2691," EQ1092F1A型汽车行驶无力","2017-03-12 00:00:00"
363,贮气筒,2691," EQ1092F1A型汽车行驶无力","2017-03-12 00:00:00"
285,启动困难,2692," EQ1090E型汽车启动困难","2017-03-12 00:00:00"
283,操作分心,2692," EQ1090E型汽车启动困难","2017-03-12 00:00:00"
363,贮气筒,2692," EQ1090E型汽车启动困难","2017-03-12 00:00:00"
313,异响,2693," EQ1090型汽车异响","2017-03-12 00:00:00"
284,驾驶不当,2693," EQ1090型汽车异响","2017-03-12 00:00:00"
282,混合气,2693," EQ1090型汽车异响","2017-03-12 00:00:00"
317,行驶无力,2694," EQ1090型行驶无力","2017-03-12 00:00:00"
301,责任心不强,2694," EQ1090型行驶无力","2017-03-12 00:00:00"
348,变速器,2694," EQ1090型行驶无力","2017-03-12 00:00:00"
364,转向困难,2695," EQ1090型转向困难","2017-03-12 00:00:00"
281,没有阅读说明书,2695," EQ1090型转向困难","2017-03-12 00:00:00"
365,车垫,2695," EQ1090型转向困难","2017-03-12 00:00:00"
285,启动困难,2696," EQ1090型启动困难","2017-03-30 00:00:00"
283,操作分心,2696," EQ1090型启动困难","2017-03-30 00:00:00"
362,起动机,2696," EQ1090型启动困难","2017-03-30 00:00:00"
280,怠速不稳,2697," EQ1090型怠速不稳","2017-03-30 00:00:00"
314,上次修理失当,2697," EQ1090型怠速不稳","2017-03-30 00:00:00"
302,发动机,2697," EQ1090型怠速不稳","2017-03-30 00:00:00"
366,方向盘故障,2698,EQ1141G2八平柴汽车容易熄火,"2017-03-30 00:00:00"
281,没有阅读说明书,2698,EQ1141G2八平柴汽车容易熄火,"2017-03-30 00:00:00"
367,方向盘,2698,EQ1141G2八平柴汽车容易熄火,"2017-03-30 00:00:00"
368,容易熄火,2699," EQ1090型方向盘故障","2017-03-30 00:00:00"
314,上次修理失当,2699," EQ1090型方向盘故障","2017-03-30 00:00:00"
340,发电机,2699," EQ1090型方向盘故障","2017-03-30 00:00:00"
369,换挡困难,2700," EQ1090型容易熄火","2017-03-30 00:00:00"
284,驾驶不当,2700," EQ1090型容易熄火","2017-03-30 00:00:00"
370,储油罐,2700," EQ1090型容易熄火","2017-03-30 00:00:00"
368,容易熄火,2701," EQll08G6D型柴油车换挡困难","2017-03-30 00:00:00"
283,操作分心,2701," EQll08G6D型柴油车换挡困难","2017-03-30 00:00:00"
365,车垫,2701," EQll08G6D型柴油车换挡困难","2017-03-30 00:00:00"
371,触点烧蚀,2702," EQ1090型容易熄火","2017-03-30 00:00:00"
290,不懂保养汽车,2702," EQ1090型容易熄火","2017-03-30 00:00:00"
372,点火线圈,2702," EQ1090型容易熄火","2017-03-30 00:00:00"
369,换挡困难,2703," EQ1090型断电器触点烧蚀","2017-03-30 00:00:00"
286,粗心,2703," EQ1090型断电器触点烧蚀","2017-03-30 00:00:00"
358,离合器,2703," EQ1090型断电器触点烧蚀","2017-03-30 00:00:00"
368,容易熄火,2704,SY132型行驶无力,"2017-03-30 00:00:00"
290,不懂保养汽车,2704,SY132型行驶无力,"2017-03-30 00:00:00"
302,发动机,2704,SY132型行驶无力,"2017-03-30 00:00:00"
317,行驶无力,2705," EQll08G型汽车换挡困难","2017-04-09 00:00:00"
304,不定时检查车况,2705," EQll08G型汽车换挡困难","2017-04-09 00:00:00"
302,发动机,2705," EQll08G型汽车换挡困难","2017-04-09 00:00:00"
360,车灯不亮,2706,EQ2080型汽车容易熄火,"2017-04-09 00:00:00"
284,驾驶不当,2706,EQ2080型汽车容易熄火,"2017-04-09 00:00:00"
373,车灯,2706,EQ2080型汽车容易熄火,"2017-04-09 00:00:00"
317,行驶无力,2707,EQll08型柴油汽车行驶无力,"2017-04-09 00:00:00"
301,责任心不强,2707,EQll08型柴油汽车行驶无力,"2017-04-09 00:00:00"
374,制动阀,2707,EQll08型柴油汽车行驶无力,"2017-04-09 00:00:00"
285,启动困难,2708,EQll08G型柴油车车灯不亮,"2017-04-09 00:00:00"
291,知道故障不修理,2708,EQll08G型柴油车车灯不亮,"2017-04-09 00:00:00"
362,起动机,2708,EQll08G型柴油车车灯不亮,"2017-04-09 00:00:00"
369,换挡困难,2709,EQ2102型行驶无力,"2017-04-09 00:00:00"
284,驾驶不当,2709,EQ2102型行驶无力,"2017-04-09 00:00:00"
358,离合器,2709,EQ2102型行驶无力,"2017-04-09 00:00:00"
317,行驶无力,2710,EQ1090E型汽车启动困难,"2017-04-09 00:00:00"
283,操作分心,2710,EQ1090E型汽车启动困难,"2017-04-09 00:00:00"
302,发动机,2710,EQ1090E型汽车启动困难,"2017-04-09 00:00:00"
369,换挡困难,2711,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
304,不定时检查车况,2711,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
358,离合器,2711,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
285,启动困难,2712,EQ1090型汽车行驶无力,"2017-04-09 00:00:00"
281,没有阅读说明书,2712,EQ1090型汽车行驶无力,"2017-04-09 00:00:00"
375,制动器,2712,EQ1090型汽车行驶无力,"2017-04-09 00:00:00"
360,车灯不亮,2713,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
281,没有阅读说明书,2713,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
373,车灯,2713,EQ1090型汽车换挡困难,"2017-04-09 00:00:00"
285,启动困难,2714,EQ1090型汽车启动困难,"2017-04-09 00:00:00"
288,修理不当,2714,EQ1090型汽车启动困难,"2017-04-09 00:00:00"
302,发动机,2714,EQ1090型汽车启动困难,"2017-04-09 00:00:00"
359,开锅,2715,EQll08G型车灯不亮,"2017-04-21 00:00:00"
281,没有阅读说明书,2715,EQll08G型车灯不亮,"2017-04-21 00:00:00"
376,散热器,2715,EQll08G型车灯不亮,"2017-04-21 00:00:00"
285,启动困难,2716,EQ2102型汽车启动困难,"2017-04-21 00:00:00"
281,没有阅读说明书,2716,EQ2102型汽车启动困难,"2017-04-21 00:00:00"
377,喷油泵,2716,EQ2102型汽车启动困难,"2017-04-21 00:00:00"
369,换挡困难,2717,EQ1090型汽车开锅,"2017-04-21 00:00:00"
284,驾驶不当,2717,EQ1090型汽车开锅,"2017-04-21 00:00:00"
377,喷油泵,2717,EQ1090型汽车开锅,"2017-04-21 00:00:00"
359,开锅,2718,6105QC型启动困难,"2017-04-21 00:00:00"
304,不定时检查车况,2718,6105QC型启动困难,"2017-04-21 00:00:00"
376,散热器,2718,6105QC型启动困难,"2017-04-21 00:00:00"
285,启动困难,2719,6110型换挡困难,"2017-04-21 00:00:00"
309,意外,2719,6110型换挡困难,"2017-04-21 00:00:00"
302,发动机,2719,6110型换挡困难,"2017-04-21 00:00:00"
378,耗油过大,2720,EQ1090型汽车开锅,"2017-04-21 00:00:00"
301,责任心不强,2720,EQ1090型汽车开锅,"2017-04-21 00:00:00"
302,发动机,2720,EQ1090型汽车开锅,"2017-04-21 00:00:00"
285,启动困难,2721,EQ2102型启动困难,"2017-04-21 00:00:00"
288,修理不当,2721,EQ2102型启动困难,"2017-04-21 00:00:00"
302,发动机,2721,EQ2102型启动困难,"2017-04-21 00:00:00"
368,容易熄火,2722,EQ1090型耗油过大,"2017-04-21 00:00:00"
281,没有阅读说明书,2722,EQ1090型耗油过大,"2017-04-21 00:00:00"
302,发动机,2722,EQ1090型耗油过大,"2017-04-21 00:00:00"
285,启动困难,2723,EQ1090型汽车启动困难,"2017-04-21 00:00:00"
288,修理不当,2723,EQ1090型汽车启动困难,"2017-04-21 00:00:00"
362,起动机,2723,EQ1090型汽车启动困难,"2017-04-21 00:00:00"
313,异响,2724,沈飞猎鹰型容易熄火,"2017-04-21 00:00:00"
304,不定时检查车况,2724,沈飞猎鹰型容易熄火,"2017-04-21 00:00:00"
302,发动机,2724,沈飞猎鹰型容易熄火,"2017-04-21 00:00:00"
313,异响,2725,EQ1090型启动困难,"2017-04-21 00:00:00"
283,操作分心,2725,EQ1090型启动困难,"2017-04-21 00:00:00"
365,车垫,2725,EQ1090型启动困难,"2017-04-21 00:00:00"
359,开锅,2726,铁马XC2200载重车异响,"2017-04-21 00:00:00"
291,知道故障不修理,2726,铁马XC2200载重车异响,"2017-04-21 00:00:00"
376,散热器,2726,铁马XC2200载重车异响,"2017-04-21 00:00:00"
379,飞轮损坏,2727,EQ1090型汽车异响,"2017-04-21 00:00:00"
309,意外,2727,EQ1090型汽车异响,"2017-04-21 00:00:00"
380,飞轮,2727,EQ1090型汽车异响,"2017-04-21 00:00:00"
285,启动困难,2728,EQ1090型汽车开锅,"2017-04-21 00:00:00"
309,意外,2728,EQ1090型汽车开锅,"2017-04-21 00:00:00"
362,起动机,2728,EQ1090型汽车开锅,"2017-04-21 00:00:00"
345,冒黑烟,2729,EQ1090油罐车飞轮损坏,"2017-05-01 00:00:00"
281,没有阅读说明书,2729,EQ1090油罐车飞轮损坏,"2017-05-01 00:00:00"
307,消音器,2729,EQ1090油罐车飞轮损坏,"2017-05-01 00:00:00"
381,变速困难,2730,EQ140型汽车启动困难,"2017-05-01 00:00:00"
301,责任心不强,2730,EQ140型汽车启动困难,"2017-05-01 00:00:00"
348,变速器,2730,EQ140型汽车启动困难,"2017-05-01 00:00:00"
313,异响,2731,东风运输车冒黑烟,"2017-05-01 00:00:00"
283,操作分心,2731,东风运输车冒黑烟,"2017-05-01 00:00:00"
302,发动机,2731,东风运输车冒黑烟,"2017-05-01 00:00:00"
345,冒黑烟,2732,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
290,不懂保养汽车,2732,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
307,消音器,2732,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
280,怠速不稳,2733,东风EQ245异响,"2017-05-01 00:00:00"
301,责任心不强,2733,东风EQ245异响,"2017-05-01 00:00:00"
302,发动机,2733,东风EQ245异响,"2017-05-01 00:00:00"
313,异响,2734,东风运水车冒黑烟,"2017-05-01 00:00:00"
288,修理不当,2734,东风运水车冒黑烟,"2017-05-01 00:00:00"
302,发动机,2734,东风运水车冒黑烟,"2017-05-01 00:00:00"
313,异响,2735,EQ1090运水车启动困难,"2017-05-01 00:00:00"
314,上次修理失当,2735,EQ1090运水车启动困难,"2017-05-01 00:00:00"
302,发动机,2735,EQ1090运水车启动困难,"2017-05-01 00:00:00"
317,行驶无力,2736,EQ1091型汽车怠速不稳,"2017-05-01 00:00:00"
301,责任心不强,2736,EQ1091型汽车怠速不稳,"2017-05-01 00:00:00"
302,发动机,2736,EQ1091型汽车怠速不稳,"2017-05-01 00:00:00"
382,动力不足,2737,EQ1091型异响,"2017-05-01 00:00:00"
291,知道故障不修理,2737,EQ1091型异响,"2017-05-01 00:00:00"
302,发动机,2737,EQ1091型异响,"2017-05-01 00:00:00"
285,启动困难,2738,EQ1091型异响,"2017-05-01 00:00:00"
290,不懂保养汽车,2738,EQ1091型异响,"2017-05-01 00:00:00"
377,喷油泵,2738,EQ1091型异响,"2017-05-01 00:00:00"
345,冒黑烟,2739,EQ1091型汽车行驶无力,"2017-05-01 00:00:00"
281,没有阅读说明书,2739,EQ1091型汽车行驶无力,"2017-05-01 00:00:00"
302,发动机,2739,EQ1091型汽车行驶无力,"2017-05-01 00:00:00"
381,变速困难,2740,EQ240巡逻车动力不足,"2017-05-01 00:00:00"
288,修理不当,2740,EQ240巡逻车动力不足,"2017-05-01 00:00:00"
348,变速器,2740,EQ240巡逻车动力不足,"2017-05-01 00:00:00"
300,开锅故障,2741,铁马XC2200舟桥车启动困难,"2017-05-01 00:00:00"
309,意外,2741,铁马XC2200舟桥车启动困难,"2017-05-01 00:00:00"
302,发动机,2741,铁马XC2200舟桥车启动困难,"2017-05-01 00:00:00"
285,启动困难,2742,WJ94轮式装甲防暴车冒黑烟,"2017-05-01 00:00:00"
288,修理不当,2742,WJ94轮式装甲防暴车冒黑烟,"2017-05-01 00:00:00"
383,电脑模块,2742,WJ94轮式装甲防暴车冒黑烟,"2017-05-01 00:00:00"
285,启动困难,2743,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
314,上次修理失当,2743,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
302,发动机,2743,EQ1091型汽车变速困难,"2017-05-01 00:00:00"
285,启动困难,2744,CA1092E运输车发动机连续开锅故障,"2017-05-13 00:00:00"
314,上次修理失当,2744,CA1092E运输车发动机连续开锅故障,"2017-05-13 00:00:00"
302,发动机,2744,CA1092E运输车发动机连续开锅故障,"2017-05-13 00:00:00"
285,启动困难,2745,奇瑞SQR7160ET车启动困难,"2017-05-13 00:00:00"
288,修理不当,2745,奇瑞SQR7160ET车启动困难,"2017-05-13 00:00:00"
302,发动机,2745,奇瑞SQR7160ET车启动困难,"2017-05-13 00:00:00"
285,启动困难,2746,帕萨特启动困难,"2017-05-13 00:00:00"
